,Client_Income,House_Own,Credit_Amount,Client_Marital_Status,Client_Gender,Age_Days,Employed_Days,Client_Family_Members
2043,11160,1,70000,M,Male,18615,7018,1
2044,17380,0,20000,M,Female,19345,9197,4
2045,11111,1,20000,S,Male,9855,507,2
2046,10710,1,20000,M,Female,20440,1428,1
2047,9576,1,50000,M,Male,22995,515,3
2048,10896,1,60000,M,Male,20805,7498,0
2049,8975,0,90000,M,Male,13505,3318,2
2050,15525,1,90000,M,Male,9125,729,0
2051,11034,1,90000,M,Male,18615,7424,0
2052,9474,0,90000,D,Female,13870,3588,0
2053,11119,0,100000,S,Male,8395,476,2
2054,11105,0,20000,D,Male,17885,2724,1
2055,13440,1,80000,M,Male,15695,1332,1
2056,12961,0,80000,S,Female,10950,1824,2
2057,32583,0,90000,M,Female,9855,3232,0
2058,10077,0,100000,S,Male,21535,14004,1
2059,17601,1,30000,S,Female,9855,3223,2
2060,13403,0,80000,M,Male,11680,1513,0
2061,10358,1,70000,S,Female,10950,3877,3
2062,6271,1,70000,M,Male,20440,9348,1
2063,11127,1,10000,M,Female,21170,11788,0
2064,15549,0,60000,S,Female,10220,2468,1
2065,10671,1,30000,M,Male,12775,2267,0
2066,5181,1,20000,D,Female,22265,11302,1
2067,12345,1,90000,M,Male,20440,571,0
2068,15690,1,80000,M,Female,19345,9854,3
2069,4983,0,10000,M,Male,7665,680,0
2070,12973,1,20000,M,Male,11315,3653,3
2071,3532,1,30000,M,Female,18980,6296,1
2072,21358,1,80000,S,Female,6935,247,2
2073,10392,0,10000,S,Female,12045,4707,0
2074,11736,0,80000,M,Female,22630,9044,2
2075,9908,1,5000,S,Female,10220,1188,0
2076,8979,0,30000,M,Female,13505,1003,2
2077,7702,0,10000,S,Male,12775,2889,3
2078,26615,0,40000,S,Female,16425,4060,1
2079,15945,0,40000,M,Male,21900,15184,1
2080,15210,0,80000,M,Female,14235,6519,1
2081,15212,1,80000,M,Female,18980,1812,4
2082,9170,1,80000,S,Male,14965,6716,3
2083,3764,1,100000,S,Female,22995,2438,3
2084,20246,1,20000,S,Female,6570,0,1
2085,18615,0,100000,M,Male,14235,6285,2
2086,12529,0,40000,S,Female,13140,2910,2
2087,10524,1,30000,S,Male,6570,0,3
2088,23585,1,60000,M,Male,14600,7799,0
2089,20795,1,30000,W,Female,13870,5805,0
2090,12587,0,80000,S,Female,7665,284,3
2091,10428,1,90000,M,Male,13870,3863,1
2092,11918,0,80000,S,Female,10220,36,1
2093,7001,0,50000,S,Female,16790,6873,2
2094,13407,1,100000,W,Male,18980,2843,2
2095,9931,1,60000,M,Male,9490,2012,0
2096,4634,1,60000,S,Male,15695,2669,3
2097,9691,1,20000,M,Male,22995,13477,1
2098,10768,0,20000,M,Male,9855,313,0
2099,14864,0,80000,M,Female,20075,448,2
2100,24035,0,50000,S,Female,16425,7818,1
2101,8919,1,70000,M,Male,11315,2323,4
2102,11916,1,100000,M,Female,15330,8289,2
2103,16568,1,60000,D,Male,22995,13220,0
2104,15718,1,100000,D,Male,6570,0,1
2105,7373,1,60000,M,Female,10950,3428,1
2106,44451,0,90000,M,Female,19345,5234,0
2107,12690,1,50000,S,Male,22265,10282,1
2108,9180,1,70000,M,Male,20075,1289,0
2109,12003,0,60000,D,Female,15695,4922,2
2110,22054,1,5000,S,Female,13140,4993,0
2111,14722,1,80000,M,Female,13505,5256,5
2112,13390,0,30000,M,Male,22265,4831,1
2113,7045,0,10000,M,Female,7300,401,2
2114,13773,1,30000,M,Female,14965,1805,2
2115,11370,1,50000,S,Male,12045,1279,1
2116,26886,1,70000,M,Female,7665,339,3
2117,14519,1,80000,M,Female,19345,9351,1
2118,19404,0,100000,S,Female,8030,1109,1
2119,7285,0,20000,M,Female,11315,1231,1
2120,6776,1,20000,M,Male,15330,4795,4
2121,18862,1,80000,M,Female,22995,6275,2
2122,10775,0,80000,M,Male,8030,595,4
2123,6997,1,40000,S,Female,6570,0,3
2124,19155,1,70000,S,Male,14965,5562,2
2125,21674,1,80000,M,Female,18250,9563,2
2126,26688,0,100000,M,Female,9855,1833,1
2127,28848,0,5000,S,Female,20805,8690,3
2128,7068,0,10000,M,Male,14965,6046,1
2129,11951,1,60000,M,Female,17885,9498,5
2130,37378,0,80000,M,Female,17520,2610,1
2131,8145,1,90000,S,Female,20440,12632,1
2132,11972,0,20000,S,Female,11680,2814,0
2133,14295,1,60000,S,Female,7300,443,0
2134,8180,1,50000,M,Male,15330,6251,0
2135,8867,1,60000,M,Male,9125,1344,3
2136,20397,1,20000,S,Male,21900,13532,3
2137,21886,1,40000,M,Male,17520,8640,0
2138,8500,0,50000,D,Male,20075,6956,1
2139,12943,1,10000,S,Male,18250,9819,1
2140,19541,0,60000,S,Female,19345,8169,0
2141,30622,0,20000,M,Male,14235,3721,3
2142,7933,0,5000,S,Female,7300,439,2
2143,9834,1,80000,S,Female,18615,9662,1
2144,27725,0,100000,S,Female,10950,1160,2
2145,12353,1,20000,M,Male,15695,4933,2
2146,5439,1,5000,D,Female,7300,354,2
2147,16563,1,80000,D,Male,17885,5842,1
2148,19714,1,50000,D,Female,19345,5288,1
2149,4574,0,100000,M,Female,17155,3843,2
2150,5710,1,40000,S,Female,20440,7316,1
2151,9348,1,10000,S,Male,6935,122,0
2152,14771,1,30000,M,Male,18250,4976,4
2153,15852,0,60000,M,Male,9490,2918,3
2154,8391,0,60000,M,Male,16425,4193,0
2155,7160,1,40000,M,Male,18980,3780,1
2156,25977,1,60000,M,Male,7300,203,0
2157,5733,1,20000,M,Male,13870,1311,0
2158,5265,0,40000,M,Female,18615,1243,0
2159,10157,0,50000,M,Male,7665,417,1
2160,15152,1,30000,W,Female,6935,133,0
2161,10207,1,30000,M,Male,8395,1266,5
2162,5726,0,5000,S,Male,10950,1069,1
2163,8354,0,100000,W,Male,15330,3574,1
2164,13757,1,30000,S,Male,13870,6904,1
2165,13595,0,40000,M,Male,16790,4065,0
2166,10625,0,100000,M,Female,19345,8570,4
2167,7515,0,30000,W,Male,11315,1548,2
2168,6681,0,30000,S,Male,21170,3818,1
2169,18428,1,60000,M,Female,8030,773,1
2170,14037,1,40000,S,Female,20805,11457,1
2171,13126,1,90000,W,Male,11680,590,2
2172,11447,1,80000,S,Female,7300,120,2
2173,16396,1,80000,D,Male,16790,1027,2
2174,33856,1,80000,M,Male,13870,6872,2
2175,6288,1,80000,M,Male,17885,5822,1
2176,24089,0,40000,M,Female,15695,8868,2
2177,11969,1,10000,M,Female,7665,826,3
2178,20002,0,5000,S,Female,9855,907,0
2179,11042,1,80000,M,Female,14235,6159,1
2180,13723,0,50000,S,Female,16425,635,1
2181,4926,1,30000,S,Female,17155,8321,3
2182,8929,1,80000,M,Male,7665,809,0
2183,7105,0,60000,M,Female,15330,7584,2
2184,17463,1,80000,M,Female,17520,5297,1
2185,19399,1,70000,S,Male,6570,0,0
2186,18604,1,20000,S,Male,18980,6660,3
2187,11563,0,100000,M,Female,13870,2703,1
2188,13673,1,5000,M,Female,19345,3056,1
2189,3669,0,60000,M,Female,7300,587,1
2190,9918,0,80000,M,Male,20440,2340,0
2191,7110,0,80000,M,Female,20075,10301,4
2192,8992,1,60000,M,Male,20075,9030,2
2193,12213,1,70000,D,Male,9490,1845,0
2194,11178,0,100000,S,Male,22995,4596,1
2195,17851,1,60000,M,Male,15330,2623,0
2196,6450,0,90000,M,Female,14600,4336,4
2197,9756,0,70000,M,Female,14600,6408,1
2198,29588,1,80000,M,Male,20440,4885,2
2199,5496,1,10000,M,Female,18615,5409,4
2200,14966,1,80000,M,Male,16790,6498,1
2201,26042,1,10000,D,Female,14235,6747,2
2202,11856,1,100000,M,Male,19345,10854,1
2203,5094,1,30000,M,Female,13140,3988,0
2204,6583,0,40000,M,Male,6935,295,0
2205,19413,0,60000,M,Male,11680,1101,3
2206,10603,1,100000,D,Male,14600,3536,4
2207,10941,0,80000,M,Female,19345,5455,0
2208,7457,0,50000,M,Female,13870,4027,3
2209,11073,0,40000,S,Female,14235,6268,0
2210,15219,0,20000,M,Male,20805,782,1
2211,9616,0,50000,S,Male,13140,5105,2
2212,7632,1,70000,D,Female,7665,939,0
2213,9665,0,90000,S,Male,17885,5928,4
2214,11080,1,30000,M,Female,22265,13184,2
2215,18879,0,70000,M,Female,12775,4596,1
2216,9093,1,5000,W,Female,13505,5343,2
2217,8671,0,30000,M,Female,13140,3481,0
2218,10056,1,40000,W,Female,18615,11402,0
2219,7071,0,70000,S,Female,20075,8759,2
2220,13557,1,80000,M,Male,18250,6159,2
2221,14165,0,30000,S,Male,13140,4956,1
2222,10416,1,30000,D,Male,6935,192,1
2223,10616,1,30000,S,Female,20440,13664,2
2224,11591,0,80000,M,Male,21170,4323,2
2225,10666,1,100000,M,Male,14600,70,0
2226,25580,1,10000,M,Female,9125,2106,1
2227,5723,1,5000,D,Male,17155,10492,2
2228,18595,0,70000,M,Female,10220,1016,1
2229,13019,0,70000,M,Male,15330,2296,3
2230,10487,1,90000,S,Male,22265,10484,2
2231,11210,1,60000,M,Female,10950,1545,1
2232,5268,1,80000,W,Female,11680,4017,0
2233,13374,0,50000,M,Male,11315,453,2
2234,17425,1,10000,M,Female,10220,2946,0
2235,9691,0,50000,S,Male,10950,3499,1
2236,13763,1,90000,M,Male,9490,1677,1
2237,5515,0,90000,S,Female,7300,725,3
2238,9003,0,90000,S,Female,9855,1207,0
2239,5471,1,70000,M,Female,18250,5373,2
2240,13052,1,100000,M,Male,12775,5458,1
2241,6982,0,80000,S,Female,9125,2013,1
2242,31345,1,20000,M,Female,18250,10341,4
2243,13516,0,40000,M,Female,11315,1578,3
2244,13003,1,80000,M,Female,12045,2520,1
2245,20952,0,30000,M,Male,18980,7782,0
2246,17048,1,50000,M,Female,21170,13864,1
2247,13550,0,10000,M,Female,12775,3245,0
2248,22956,1,100000,D,Male,8030,1052,1
2249,8613,1,40000,S,Female,9855,1949,4
2250,17028,0,20000,D,Male,18615,9963,1
2251,18534,0,70000,M,Male,14235,3611,1
2252,8543,1,90000,S,Male,14965,6815,1
2253,16038,0,70000,M,Female,8395,1103,2
2254,9129,1,100000,M,Male,14600,7396,2
2255,14724,1,10000,M,Male,14600,7472,2
2256,13439,1,5000,S,Female,9855,1357,4
2257,12167,0,60000,M,Female,19345,1381,3
2258,4430,1,70000,S,Female,18615,3879,1
2259,8778,1,70000,M,Female,19345,1636,3
2260,11997,0,20000,M,Male,8395,1633,1
2261,6461,0,100000,D,Male,17520,8889,3
2262,9254,1,5000,S,Female,19345,7585,0
2263,21718,0,5000,S,Male,13505,3337,3
2264,26389,1,20000,W,Male,10220,3183,0
2265,20880,1,40000,M,Female,18980,10501,3
2266,8258,1,40000,D,Female,20075,9001,0
2267,12149,1,10000,S,Female,9490,972,1
2268,5888,0,5000,S,Female,19345,7716,0
2269,18024,0,90000,M,Female,17520,9149,0
2270,19125,1,90000,S,Male,18980,11457,3
2271,11185,1,30000,M,Male,13505,3478,0
2272,7810,1,90000,S,Male,18980,2392,4
2273,13853,0,70000,M,Female,18980,7826,2
2274,11878,0,10000,M,Female,12775,5876,3
2275,9350,1,50000,M,Female,15695,7610,1
2276,15543,1,40000,M,Female,13505,5751,0
2277,8933,1,90000,S,Female,17885,1494,1
2278,6666,0,70000,M,Female,20805,7750,2
2279,7610,0,5000,S,Male,16425,1752,0
2280,18541,1,70000,D,Female,19345,5799,1
2281,4949,1,90000,S,Female,10950,3644,3
2282,16991,0,30000,S,Male,21170,2992,1
2283,2234,0,70000,M,Male,21900,11616,1
2284,35038,1,60000,M,Female,11680,1202,3
2285,13313,1,40000,W,Female,10950,3932,3
2286,34721,1,60000,M,Female,8030,1301,0
2287,26169,1,30000,S,Female,21170,9445,0
2288,11365,0,30000,M,Male,7300,510,0
2289,10621,0,90000,S,Male,19345,7514,2
2290,13344,1,100000,M,Male,18250,3576,0
2291,9525,1,100000,W,Female,17520,2501,0
2292,4061,0,20000,S,Male,9490,1875,1
2293,16173,0,5000,S,Female,8030,1370,3
2294,12047,1,80000,S,Female,9125,1245,1
2295,11004,1,30000,D,Male,20805,7156,5
2296,5197,1,30000,W,Male,17155,6820,2
2297,2700,1,30000,M,Female,12045,782,2
2298,25840,1,90000,M,Male,20440,13557,1
2299,26553,1,40000,S,Male,19345,6279,1
2300,6078,1,80000,M,Male,20440,13476,2
2301,4921,0,70000,S,Male,8395,1099,0
2302,27711,0,30000,M,Male,13870,6677,2
2303,5853,1,20000,M,Female,6570,0,1
2304,12231,0,80000,M,Female,13505,2670,1
2305,6526,0,60000,M,Male,20805,11549,0
2306,10834,0,100000,S,Male,18980,835,2
2307,24680,1,40000,M,Female,18615,3537,3
2308,16133,0,5000,S,Male,16425,7603,2
2309,11208,0,90000,M,Female,17155,1241,1
2310,6827,1,50000,M,Female,8395,963,1
2311,5624,0,100000,M,Female,18250,3026,3
2312,10591,1,40000,M,Female,6935,298,1
2313,10186,0,40000,M,Male,18615,925,1
2314,20862,0,10000,S,Female,17885,8983,2
2315,8560,0,20000,S,Male,6570,0,3
2316,7933,0,40000,M,Male,13140,1355,0
2317,17309,0,5000,M,Male,20440,12703,1
2318,7253,1,30000,W,Female,18980,7081,3
2319,11464,0,60000,M,Male,16425,7982,1
2320,10443,1,5000,S,Female,20440,7829,1
2321,19710,1,5000,S,Female,18615,3576,0
2322,15287,0,70000,W,Male,9855,1726,1
2323,9219,1,70000,S,Female,12775,2126,1
2324,19172,1,60000,M,Female,17520,4212,1
2325,20863,1,5000,M,Male,22995,6634,2
2326,5217,1,80000,S,Female,7300,546,1
2327,17558,1,100000,M,Female,18615,10340,0
2328,3918,1,70000,S,Female,20075,5667,0
2329,20190,1,80000,M,Female,18615,4858,1
2330,10771,1,50000,W,Female,18250,11301,1
2331,5065,1,40000,S,Male,10220,2930,3
2332,15531,0,10000,M,Male,11680,2112,0
2333,7292,1,30000,M,Female,14235,3024,2
2334,7455,1,100000,M,Male,6570,0,1
2335,3577,1,80000,S,Male,11680,3676,0
2336,19023,1,5000,M,Male,18250,8539,3
2337,10940,1,40000,M,Male,13140,5388,0
2338,11980,0,80000,S,Male,14965,7934,2
2339,9303,0,80000,D,Male,9490,886,2
2340,12528,0,20000,S,Female,13140,5315,3
2341,15383,0,60000,S,Female,8395,916,3
2342,7358,1,5000,M,Female,20440,11147,0
2343,10096,0,70000,M,Female,21900,11876,2
2344,6863,0,60000,M,Male,14235,6435,1
2345,9200,0,70000,M,Male,14235,964,1
2346,12511,1,100000,D,Female,16790,5024,0
2347,15400,1,60000,M,Male,22630,14942,1
2348,19147,1,50000,M,Male,14965,3685,0
2349,10856,0,60000,M,Male,6935,41,1
2350,8153,0,70000,M,Male,20805,5932,1
2351,20524,1,30000,S,Female,12045,4050,1
2352,13896,0,50000,M,Male,15330,3609,5
2353,31935,1,5000,D,Male,7300,61,1
2354,25276,1,10000,M,Male,6935,326,2
2355,6215,1,80000,M,Male,12045,2040,1
2356,16428,0,50000,M,Male,13870,1261,1
2357,10131,1,10000,S,Female,14235,7247,2
2358,16858,1,50000,D,Female,6570,0,2
2359,13192,1,60000,M,Female,9125,420,0
2360,15739,0,50000,M,Female,11680,2527,3
2361,20620,1,5000,D,Male,20075,6940,4
2362,13977,1,50000,M,Female,9855,2323,0
2363,28804,0,20000,M,Male,13870,865,4
2364,14317,1,40000,M,Male,15330,7526,0
2365,4356,1,50000,M,Male,13140,6241,2
2366,9819,0,50000,M,Female,19345,7191,0
2367,3223,1,40000,M,Female,15695,80,3
2368,9500,1,90000,W,Male,11315,4090,0
2369,11136,1,50000,M,Male,17885,1783,1
2370,19797,1,90000,S,Male,6935,9,2
2371,18880,1,90000,D,Female,17520,3568,1
2372,18132,0,80000,S,Male,10950,386,5
2373,14452,0,90000,S,Female,13870,1169,1
2374,16917,0,10000,M,Male,21900,4231,2
2375,7850,1,90000,W,Male,9125,1600,0
2376,14874,1,100000,M,Male,20075,12205,2
2377,17034,1,50000,M,Male,16790,8437,1
2378,8167,1,30000,S,Male,14965,8319,3
2379,10094,1,80000,M,Male,14235,976,0
2380,15420,1,80000,W,Male,18250,5246,5
2381,9719,1,70000,M,Male,15695,5879,2
2382,9914,0,70000,S,Female,8030,751,0
2383,11973,1,20000,M,Female,17155,5845,0
2384,6838,1,90000,M,Male,14600,4059,0
2385,10135,0,30000,M,Male,6935,244,1
2386,11725,1,20000,M,Male,9490,284,1
2387,10165,0,10000,S,Male,14600,3536,3
2388,7121,1,90000,M,Male,14600,6715,0
2389,10280,1,50000,M,Female,9490,2838,2
2390,16989,1,10000,M,Female,17155,7469,1
2391,14909,1,5000,M,Female,7300,729,1
2392,21395,0,50000,D,Female,7300,484,0
2393,15765,1,5000,M,Female,22995,7097,0
2394,10889,0,30000,M,Male,11680,424,2
2395,12810,0,70000,S,Female,16425,885,1
2396,4782,0,90000,M,Female,17520,7353,3
2397,17805,0,90000,M,Female,10220,368,0
2398,14659,1,30000,D,Female,22630,13145,4
2399,6267,1,10000,M,Male,21900,7190,0
2400,10823,0,5000,M,Male,20075,1877,1
2401,23415,1,50000,D,Female,21900,1052,1
2402,11926,0,90000,M,Male,15330,6287,6
2403,4524,1,80000,M,Male,7300,512,0
2404,18325,0,60000,M,Male,19345,7702,4
2405,12807,1,80000,M,Male,20440,8788,3
2406,6940,0,10000,S,Female,16425,154,2
2407,12938,1,5000,M,Male,7665,415,0
2408,4984,1,5000,M,Female,11315,78,3
2409,9259,1,100000,M,Male,18980,720,3
2410,18067,1,30000,S,Male,7300,250,1
2411,8614,1,30000,M,Male,6570,0,3
2412,13746,0,5000,W,Female,8395,613,0
2413,11553,0,10000,S,Male,10220,3475,3
2414,23707,0,10000,S,Female,17155,4130,1
2415,9736,0,40000,S,Male,11315,3328,1
2416,8362,1,10000,S,Male,12775,3418,1
2417,17872,1,30000,D,Female,10950,2384,0
2418,15933,1,40000,S,Female,22630,10904,1
2419,12495,1,5000,S,Female,17155,4684,0
2420,9812,0,30000,M,Male,7300,624,3
2421,12496,1,30000,S,Male,14600,1126,1
2422,14832,1,80000,M,Male,22630,4947,2
2423,17719,1,60000,S,Female,12045,5332,2
2424,16674,0,80000,D,Male,10950,1807,2
2425,14551,1,5000,M,Male,15330,3217,1
2426,16962,1,80000,M,Female,22995,15539,2
2427,16518,0,5000,M,Male,18615,6713,3
2428,2470,0,90000,M,Female,10220,1751,1
2429,7249,1,50000,M,Male,17520,8115,0
2430,12341,1,60000,S,Female,13140,6225,0
2431,12120,0,90000,M,Male,14235,3255,2
2432,11180,1,90000,M,Male,20075,4721,0
2433,20079,1,80000,D,Female,13505,5448,0
2434,5438,1,40000,M,Male,17520,5908,1
2435,13764,0,80000,M,Female,21900,6781,0
2436,3807,1,60000,M,Female,17155,8455,2
2437,12965,0,5000,S,Male,22265,2003,3
2438,12201,1,5000,M,Male,17155,6577,0
2439,12197,1,90000,M,Male,12775,4029,0
2440,4829,1,50000,S,Male,18615,4983,3
2441,8767,0,100000,D,Female,6935,343,1
2442,14467,0,80000,S,Male,7665,128,1
2443,9381,1,50000,M,Female,7665,819,3
2444,6141,0,80000,S,Male,13140,5444,1
2445,14704,0,5000,M,Male,11315,4108,1
2446,9173,1,100000,M,Female,13870,3684,0
2447,11142,0,40000,M,Female,7665,462,0
2448,16095,0,90000,M,Female,8395,1403,4
2449,15401,0,70000,M,Male,11680,3128,1
2450,29529,1,5000,D,Female,18250,2440,1
2451,6116,0,30000,S,Female,8030,498,1
2452,31192,1,5000,S,Female,22630,10186,0
2453,10773,0,80000,M,Female,14965,6752,3
2454,8103,0,30000,S,Male,6935,317,0
2455,9469,0,10000,S,Male,20805,6649,0
2456,6357,1,70000,W,Female,13870,5473,3
2457,11003,1,60000,M,Male,19345,8150,3
2458,13941,0,70000,M,Male,20075,8198,3
2459,16782,0,40000,M,Male,15330,1426,1
2460,29960,1,90000,M,Female,12775,1458,3
2461,12091,0,5000,M,Female,17520,5275,0
2462,4610,1,40000,M,Male,6570,0,1
2463,8920,0,40000,S,Female,16425,9683,1
2464,20240,0,5000,S,Female,17155,4855,0
2465,35300,1,60000,M,Male,11315,567,0
2466,10994,1,5000,S,Male,14235,2736,1
2467,15416,1,20000,S,Male,8395,97,0
2468,16660,1,90000,S,Female,11315,446,3
2469,31719,0,5000,M,Female,7665,385,1
2470,12766,0,40000,S,Female,10950,352,2
2471,8993,0,40000,M,Female,9855,2805,2
2472,11248,1,5000,M,Female,13870,3011,6
2473,6985,0,90000,M,Female,13870,6771,0
2474,10384,1,50000,S,Male,17885,11096,3
2475,7883,1,5000,M,Female,17155,2545,1
2476,9805,1,30000,M,Male,13140,2241,3
2477,4311,1,80000,S,Female,7665,104,3
2478,6570,0,10000,S,Male,13870,2293,3
2479,16088,0,90000,S,Male,12775,1254,5
2480,9008,1,20000,M,Male,10950,4093,3
2481,21880,1,20000,S,Female,6935,121,1
2482,13744,0,40000,M,Male,12045,1575,4
2483,10017,1,40000,M,Female,17885,6593,1
2484,7925,1,70000,S,Female,9490,1896,5
2485,14003,1,60000,S,Female,15330,4552,1
2486,6876,0,80000,S,Female,12045,596,0
2487,22875,1,50000,M,Male,17885,4759,4
2488,8754,0,20000,W,Female,17885,3350,0
2489,9163,0,80000,S,Male,16790,2865,1
2490,11666,1,80000,S,Female,15695,4622,1
2491,8877,1,90000,W,Female,15695,3542,3
2492,18201,1,40000,S,Male,19345,62,1
2493,20696,0,70000,S,Female,14965,2503,3
2494,7945,1,60000,M,Male,17885,6975,3
2495,4522,1,20000,M,Female,13870,4733,0
2496,11719,1,50000,M,Male,20440,10920,0
2497,15148,1,10000,M,Female,18615,553,1
2498,14076,1,40000,M,Male,10220,661,2
2499,3650,0,80000,S,Male,15330,7408,3
2500,8060,1,20000,M,Male,15330,5739,2
2501,9806,1,20000,M,Male,21170,12616,6
2502,5892,0,90000,S,Male,18250,7348,0
2503,5626,0,60000,M,Female,9855,2302,1
2504,12131,1,5000,M,Female,6570,0,4
2505,15869,0,80000,S,Female,19345,12086,0
2506,11241,1,5000,M,Male,15330,1295,5
2507,18528,1,60000,S,Male,18980,8995,0
2508,21362,0,10000,D,Male,9855,3183,0
2509,11606,0,20000,S,Male,14600,7252,0
2510,20948,1,20000,S,Male,15330,8353,1
2511,19415,0,70000,M,Female,22265,13445,0
2512,21139,1,80000,S,Female,17520,9895,0
2513,10861,1,5000,S,Female,9125,1463,1
2514,8502,0,50000,M,Male,15330,2512,0
2515,17624,0,20000,M,Male,10220,3430,1
2516,17451,0,80000,M,Female,18250,10022,2
2517,7539,1,20000,S,Male,15695,5379,0
2518,8911,1,100000,M,Male,11680,3150,0
2519,22290,0,40000,M,Male,20805,12617,2
2520,5939,0,70000,M,Female,9490,2262,1
2521,8350,0,30000,M,Male,14600,5424,0
2522,16672,0,80000,S,Female,14235,268,0
2523,13485,1,5000,M,Female,20075,11814,3
2524,4020,0,70000,D,Male,13140,1054,0
2525,10687,1,10000,M,Male,10950,4231,3
2526,15240,1,40000,M,Female,22630,14318,1
2527,17064,0,60000,M,Female,12775,4332,4
2528,11473,1,70000,M,Female,21900,12492,4
2529,6309,1,5000,S,Male,17885,1112,0
2530,15275,0,10000,M,Male,13140,3660,1
2531,10364,0,60000,M,Female,19345,6779,1
2532,14809,0,70000,M,Male,6570,0,0
2533,19551,0,70000,M,Male,20440,10797,0
2534,6937,1,10000,M,Male,9125,2043,3
2535,19259,0,10000,W,Male,6570,0,2
2536,21979,1,30000,M,Male,8030,1084,0
2537,8545,1,50000,S,Male,22995,10762,4
2538,17600,1,40000,M,Male,6570,0,3
2539,5029,1,10000,M,Female,11680,2341,1
2540,13709,1,100000,M,Male,18615,3556,1
2541,9633,0,60000,S,Female,11315,602,1
2542,17089,1,60000,M,Male,20075,7591,2
2543,20458,0,10000,M,Male,18980,7356,0
2544,42578,1,50000,S,Female,12775,4496,0
2545,3633,1,70000,M,Female,15330,4988,1
2546,8461,1,40000,S,Female,17885,394,0
2547,24060,1,100000,D,Male,18615,1710,3
2548,14653,0,40000,S,Male,15330,3360,2
2549,14802,1,60000,M,Male,10220,1636,5
2550,8018,0,5000,M,Male,14235,4486,3
2551,28211,0,10000,D,Male,8395,679,3
2552,27014,0,20000,M,Female,14965,2590,1
2553,9649,1,90000,S,Female,13140,2012,0
2554,7352,0,90000,M,Female,17520,9540,0
2555,6975,0,70000,M,Male,18980,3161,0
2556,7835,1,30000,S,Female,11680,3864,0
2557,12301,1,80000,S,Male,16425,224,0
2558,20585,0,90000,S,Female,10950,2163,2
2559,7883,0,100000,S,Male,13505,5117,4
2560,11950,1,5000,M,Female,22265,7218,1
2561,13533,0,30000,D,Female,19345,1590,3
2562,19614,1,10000,D,Male,14600,2986,2
2563,14602,0,30000,M,Female,10950,1515,1
2564,7218,1,5000,M,Male,16425,4552,0
2565,12086,0,80000,M,Male,17155,4859,2
2566,17996,0,50000,M,Male,10950,3260,1
2567,18385,1,30000,S,Female,21900,6975,1
2568,17606,1,10000,M,Male,9125,2037,1
2569,38857,1,90000,S,Male,17885,7374,1
2570,7602,0,60000,D,Female,18250,1131,1
2571,8321,1,90000,S,Male,6570,0,3
2572,8216,1,10000,M,Male,17885,1315,3
2573,27275,0,30000,M,Male,7665,602,0
2574,39523,1,90000,S,Female,18980,2547,1
2575,5827,1,100000,M,Female,11315,2241,0
2576,10651,1,90000,S,Male,13870,7009,1
2577,9346,1,20000,S,Male,11680,935,3
2578,11329,1,5000,S,Female,13870,3057,2
2579,10958,1,80000,M,Male,18250,1057,0
2580,7904,0,80000,S,Male,7665,573,0
2581,15685,1,90000,M,Female,17885,174,6
2582,21609,0,20000,M,Female,13140,6102,2
2583,6587,1,90000,S,Male,17885,6960,1
2584,8022,1,20000,S,Male,9490,1204,2
2585,10446,0,10000,M,Male,12775,674,3
2586,12420,0,30000,M,Male,8395,978,4
2587,6419,1,30000,S,Female,11315,3881,2
2588,14887,0,40000,D,Male,22630,15590,0
2589,17667,0,90000,M,Female,13140,482,1
2590,21466,1,60000,S,Female,15330,7558,5
2591,13821,0,50000,M,Female,16425,5644,2
2592,10675,0,20000,W,Male,18615,7714,2
2593,11614,0,5000,D,Female,18615,1486,0
2594,15723,0,80000,M,Female,12045,650,0
2595,7505,1,5000,W,Male,19345,5430,2
2596,7831,1,60000,S,Female,21170,6665,0
2597,12685,0,90000,S,Female,13140,2126,0
2598,6319,0,40000,S,Male,6570,0,1
2599,8802,0,10000,D,Male,11315,2155,0
2600,10523,0,5000,D,Male,18615,6461,3
2601,22092,0,100000,M,Male,11315,447,1
2602,6440,1,50000,D,Female,18615,8558,2
2603,8207,0,20000,M,Female,17155,9701,1
2604,14209,1,10000,M,Female,15695,5205,4
2605,10432,1,80000,M,Male,17520,3739,0
2606,9806,1,10000,W,Female,20440,11577,4
2607,8039,0,30000,S,Male,6935,268,2
2608,6137,1,20000,D,Female,10950,1954,1
2609,12283,1,60000,D,Female,11315,2980,1
2610,6967,0,60000,S,Male,21900,396,1
2611,9598,1,90000,D,Male,10220,1738,1
2612,11238,1,80000,S,Male,17155,2622,1
2613,10229,1,60000,M,Male,14965,3545,1
2614,9422,1,20000,S,Male,7665,390,2
2615,7210,0,90000,S,Female,6570,0,1
2616,8999,0,80000,M,Male,20440,12081,0
2617,17672,0,30000,M,Male,17155,888,2
2618,14962,0,20000,S,Female,14965,4974,3
2619,18352,0,40000,S,Female,17520,2148,0
2620,12932,1,70000,M,Female,13505,1909,1
2621,19927,0,50000,M,Female,15330,3914,1
2622,15883,1,40000,M,Male,7665,936,0
2623,17654,0,10000,S,Female,20075,3133,0
2624,29016,1,70000,D,Female,17520,1513,0
2625,7314,0,20000,M,Male,13870,4075,0
2626,19555,0,100000,M,Male,17155,1686,0
2627,8464,1,30000,M,Female,19345,12446,1
2628,40418,0,70000,M,Male,9855,2971,0
